"Date";"H";"Datenum"
"1831-04-30";1.25;5464
"1831-05-01";1.58;5465
"1831-05-02";2.08;5466
"1831-05-03";2.42;5467
"1831-05-04";2.16;5468
"1831-05-05";2.33;5469
"1831-05-06";2.42;5470
"1831-05-07";2.82;5471
"1831-05-08";2.58;5472
"1831-05-09";2.16;5473
"1831-05-10";2;5474
"1831-05-11";2.08;5475
"1831-05-12";2.33;5476
"1831-05-13";2.9;5477
"1831-05-14";2.58;5478
"1831-05-15";2.42;5479
"1831-05-16";2.58;5480
"1831-05-17";2.42;5481
"1831-05-18";2.33;5482
"1831-05-19";2.16;5483
"1831-05-20";2.25;5484
"1831-05-21";2.08;5485
"1831-05-22";1.9;5486
"1831-05-23";1.82;5487
"1831-05-24";1.9;5488
"1831-05-25";2;5489
"1831-05-26";2.08;5490
"1831-05-27";2.08;5491
"1831-05-28";2.16;5492
"1831-05-29";2.26;5493
"1831-05-30";2.16;5494
"1831-05-31";2.16;5495
"1831-06-01";2.25;5496
"1831-06-02";2.33;5497
"1831-06-03";2.66;5498
"1831-06-04";3;5499
"1831-06-05";3;5500
"1831-06-06";2.9;5501
"1831-06-07";2.5;5502
"1831-06-08";2.33;5503
"1831-06-09";2.33;5504
"1831-06-10";2.25;5505
"1831-06-11";2.16;5506
"1831-06-12";1.9;5507
"1831-06-13";1.82;5508
"1831-06-14";1.74;5509
"1831-06-15";1.65;5510
"1831-06-16";1.65;5511
"1831-06-17";1.65;5512
"1831-06-18";1.74;5513
"1831-06-19";2;5514
"1831-06-20";1.9;5515
"1831-06-21";1.9;5516
"1831-06-22";2;5517
"1831-06-23";2.08;5518
"1831-06-24";1.82;5519
"1831-06-25";1.74;5520
"1831-06-26";1.65;5521
"1831-06-27";1.56;5522
"1831-06-28";1.5;5523
"1831-06-29";1.82;5524
"1831-06-30";1.56;5525
"1831-07-01";1.5;5526
"1831-07-02";1.5;5527
"1831-07-03";1.42;5528
"1831-07-04";1.33;5529
"1831-07-05";1.25;5530
"1831-07-06";1.16;5531
"1831-07-07";1.16;5532
"1831-07-08";1.25;5533
"1831-07-09";1.33;5534
"1831-07-10";1.25;5535
"1831-07-11";1.16;5536
"1831-07-12";1.16;5537
"1831-07-13";1.16;5538
"1831-07-14";1.65;5539
"1831-07-15";2.42;5540
"1831-07-16";2.66;5541
"1831-07-17";2.66;5542
"1831-07-18";2.74;5543
"1831-07-19";2.58;5544
"1831-07-20";2.5;5545
"1831-07-21";2.16;5546
"1831-07-22";2.08;5547
"1831-07-23";2;5548
"1831-07-24";1.9;5549
"1831-07-25";1.82;5550
"1831-07-26";1.65;5551
"1831-07-27";1.58;5552
"1831-07-28";1.58;5553
"1831-07-29";1.58;5554
"1831-07-30";1.5;5555
"1831-07-31";1.5;5556
"1831-08-01";1.42;5557
"1831-08-02";1.42;5558
"1831-08-03";1.33;5559
"1831-08-04";1.33;5560
"1831-08-05";1.25;5561
"1831-08-06";1.42;5562
"1831-08-07";1.42;5563
"1831-08-08";3.08;5564
"1831-08-09";1.9;5565
"1831-08-10";2.5;5566
"1831-08-11";2.66;5567
"1831-08-12";2.74;5568
"1831-08-13";2.5;5569
"1831-08-14";2.33;5570
"1831-08-15";2.16;5571
"1831-08-16";2.08;5572
"1831-08-17";2;5573
"1831-08-18";1.82;5574
"1831-08-19";1.74;5575
"1831-08-20";1.5;5576
"1831-08-21";1.58;5577
"1831-08-22";2.42;5578
"1831-08-23";2.42;5579
"1831-08-24";2.16;5580
"1831-08-25";1.9;5581
"1831-08-26";1.74;5582
"1831-08-27";1.58;5583
"1831-08-28";1.42;5584
"1831-08-29";1.33;5585
"1831-08-30";1.33;5586
"1831-08-31";1.25;5587
"1831-09-01";1.25;5588
"1831-09-02";1.16;5589
"1831-09-03";1.25;5590
"1831-09-04";1.42;5591
"1831-09-05";2.16;5592
"1831-09-06";2.5;5593
"1831-09-07";2.42;5594
"1831-09-08";2.42;5595
"1831-09-09";2.42;5596
"1831-09-10";2.5;5597
"1831-09-11";2.92;5598
"1831-09-12";3.42;5599
"1831-09-13";3.58;5600
"1831-09-14";3.58;5601
"1831-09-15";3.5;5602
"1831-09-16";3.16;5603
"1831-09-17";3.08;5604
"1831-09-18";2.92;5605
"1831-09-19";2.74;5606
"1831-09-20";2.5;5607
"1831-09-21";2.25;5608
"1831-09-22";2;5609
"1831-09-23";1.74;5610
"1831-09-24";1.5;5611
"1831-09-25";1.25;5612
"1831-09-26";1.16;5613
"1831-09-27";1.08;5614
"1831-09-28";1;5615
"1831-09-29";1;5616
"1831-09-30";2.92;5617
"1831-10-01";2.74;5618
"1831-10-02";2.92;5619
"1831-10-03";2.5;5620
"1831-10-04";2.33;5621
"1831-10-05";2;5622
"1831-10-06";1.5;5623
"1831-10-07";1.25;5624
"1831-10-08";1.16;5625
"1831-10-09";2.16;5626
"1831-10-10";2.25;5627
"1831-10-11";1.92;5628
"1831-10-12";1.65;5629
"1831-10-13";1.42;5630
"1831-10-14";1.25;5631
"1831-10-15";1.08;5632
"1831-10-16";1;5633
"1831-10-17";0.9;5634
"1831-10-18";0.82;5635
"1831-10-19";0.82;5636
"1831-10-20";0.74;5637
"1831-10-21";0.74;5638
"1831-10-22";1.08;5639
"1831-10-23";1;5640
"1831-10-24";0.74;5641
"1831-10-25";0.74;5642
"1831-10-26";0.66;5643
"1831-10-27";1.66;5644
"1831-10-28";2.08;5645
"1831-10-29";1.16;5646
"1831-10-30";1.08;5647
"1831-10-31";1.08;5648
"1831-11-01";1;5649
"1831-11-02";1;5650
"1831-11-03";0.74;5651
"1831-11-04";0.58;5652
"1831-11-05";0.5;5653
"1831-11-06";0.5;5654
"1831-11-07";0.92;5655
"1831-11-08";1.74;5656
"1831-11-09";1.9;5657
"1831-11-10";1.82;5658
"1831-11-11";1.66;5659
"1831-11-12";1.42;5660
"1831-11-13";1.42;5661
"1831-11-14";1.5;5662
"1831-11-15";1.16;5663
"1831-11-16";1.08;5664
"1831-11-17";1;5665
"1831-11-18";1.66;5666
"1831-11-19";1.5;5667
"1831-11-20";1.5;5668
"1831-11-21";1.42;5669
"1831-11-22";1.42;5670
"1831-11-23";1.66;5671
"1831-11-24";2;5672
"1831-11-25";1.82;5673
"1831-11-26";1.74;5674
"1831-11-27";1.74;5675
"1831-11-28";1.66;5676
"1831-11-29";1.58;5677
"1831-11-30";1.58;5678
"1831-12-01";1.58;5679
"1831-12-02";1.5;5680
"1831-12-03";1.25;5681
"1831-12-04";1.08;5682
"1831-12-05";0.92;5683
"1831-12-06";0.92;5684
"1831-12-07";0.66;5685
"1831-12-08";1.66;5686
"1831-12-09";1.08;5687
"1831-12-10";2;5688
"1831-12-11";3.42;5689
"1831-12-12";1.92;5690
"1831-12-13";3.25;5691
"1831-12-14";1.74;5692
"1831-12-15";1.58;5693
"1831-12-16";1.74;5694
"1831-12-17";2.25;5695
"1831-12-18";2;5696
"1831-12-19";1.74;5697
"1831-12-20";1.66;5698
"1831-12-21";1.58;5699
"1831-12-22";1.5;5700
"1831-12-23";1.5;5701
"1831-12-24";1.42;5702
"1831-12-25";1.25;5703
"1831-12-26";1.16;5704
"1831-12-27";1.08;5705
"1831-12-28";0.92;5706
"1831-12-29";0.82;5707
"1831-12-30";0.74;5708
"1831-12-31";0.74;5709
"1832-01-01";0.74;5710
"1832-01-02";0.74;5711
"1832-01-03";0.74;5712
"1832-01-04";0.74;5713
"1832-01-05";0.42;5714
"1832-01-06";2.16;5715
"1832-01-07";2.33;5716
"1832-01-08";2.33;5717
"1832-01-09";1.65;5718
"1832-01-10";1.58;5719
"1832-01-11";1.5;5720
"1832-01-12";2.5;5721
"1832-01-13";2.74;5722
"1832-01-14";2.58;5723
"1832-01-15";2.33;5724
"1832-01-16";2.16;5725
"1832-01-17";1.92;5726
"1832-01-18";1.74;5727
"1832-01-19";1.74;5728
"1832-01-20";1.66;5729
"1832-01-21";1.5;5730
"1832-01-22";1.33;5731
"1832-01-23";1.08;5732
"1832-01-24";0.92;5733
"1832-01-25";0.82;5734
"1832-01-26";1.74;5735
"1832-01-27";1.16;5736
"1832-01-28";1.08;5737
"1832-01-29";1;5738
"1832-01-30";0.92;5739
"1832-01-31";0.82;5740
"1832-02-01";0.82;5741
"1832-02-02";2.16;5742
"1832-02-03";2.42;5743
"1832-02-04";2.42;5744
"1832-02-05";1.82;5745
"1832-02-06";1.25;5746
"1832-02-07";1.16;5747
"1832-02-08";1.08;5748
"1832-02-09";1;5749
"1832-02-10";0.92;5750
"1832-02-11";0.82;5751
"1832-02-12";0.74;5752
"1832-02-13";0.66;5753
"1832-02-14";0.66;5754
"1832-02-15";0.58;5755
"1832-02-16";0.58;5756
"1832-02-17";0.5;5757
"1832-02-18";0.5;5758
"1832-02-19";0.5;5759
"1832-02-20";0.42;5760
"1832-02-21";0.42;5761
"1832-02-22";0.33;5762
"1832-02-23";0.33;5763
"1832-02-24";0.33;5764
"1832-02-25";0.25;5765
"1832-02-26";0.25;5766
"1832-02-27";0.25;5767
"1832-02-28";0.25;5768
"1832-02-29";0.25;5769
"1832-03-01";0.25;5770
"1832-03-02";0.25;5771
"1832-03-03";0.25;5772
"1832-03-04";0.16;5773
"1832-03-05";0.16;5774
"1832-03-06";0.16;5775
"1832-03-07";0.16;5776
"1832-03-08";0.16;5777
"1832-03-09";0.25;5778
"1832-03-10";0.25;5779
"1832-03-11";0.33;5780
"1832-03-12";0.33;5781
"1832-03-13";0.33;5782
"1832-03-14";0.33;5783
"1832-03-15";0.33;5784
"1832-03-16";0.33;5785
"1832-03-17";0.33;5786
"1832-03-18";0.25;5787
"1832-03-19";0;5788
"1832-03-20";0.33;5789
"1832-03-21";0.5;5790
"1832-03-22";0.66;5791
"1832-03-23";0.92;5792
"1832-03-24";1;5793
"1832-03-25";1.16;5794
"1832-03-26";1.16;5795
"1832-03-27";1.08;5796
"1832-03-28";1;5797
"1832-03-29";0.92;5798
"1832-03-30";0.74;5799
"1832-03-31";0.74;5800
"1832-04-01";0.74;5801
"1832-04-02";1.16;5802
"1832-04-03";1.5;5803
"1832-04-04";1.42;5804
"1832-04-05";1.25;5805
"1832-04-06";1.16;5806
"1832-04-07";1.16;5807
"1832-04-08";1.16;5808
"1832-04-09";1.08;5809
"1832-04-10";1;5810
"1832-04-11";0.82;5811
"1832-04-12";0.74;5812
"1832-04-13";0.92;5813
"1832-04-14";0.74;5814
"1832-04-15";0.66;5815
"1832-04-16";0.66;5816
"1832-04-17";0.58;5817
"1832-04-18";0.58;5818
"1832-04-19";0.66;5819
"1832-04-20";0.74;5820
"1832-04-21";0.74;5821
"1832-04-22";0.66;5822
"1832-04-23";0.58;5823
"1832-04-24";0.58;5824
"1832-04-25";0.5;5825
"1832-04-26";0.5;5826
"1832-04-27";0.58;5827
"1832-04-28";0.58;5828
"1832-04-29";0.58;5829
"1832-04-30";0.82;5830
"1832-05-01";1.08;5831
"1832-05-02";0.92;5832
"1832-05-03";1;5833
"1832-05-04";1.16;5834
"1832-05-05";1.42;5835
"1832-05-06";1.66;5836
"1832-05-07";2.08;5837
"1832-05-08";1.66;5838
"1832-05-09";1.58;5839
"1832-05-10";1.5;5840
"1832-05-11";1.33;5841
"1832-05-12";1.25;5842
"1832-05-13";1.16;5843
"1832-05-14";0.92;5844
"1832-05-15";0.82;5845
"1832-05-16";0.74;5846
"1832-05-17";0.66;5847
"1832-05-18";0.58;5848
"1832-05-19";0.5;5849
"1832-05-20";0.42;5850
"1832-05-21";0.42;5851
"1832-05-22";0.5;5852
"1832-05-23";0.58;5853
"1832-05-24";0.66;5854
"1832-05-25";0.74;5855
"1832-05-26";0.74;5856
"1832-05-27";0.74;5857
"1832-05-28";0.82;5858
"1832-05-29";0.82;5859
"1832-05-30";0.82;5860
"1832-05-31";0.74;5861
"1832-06-01";0.74;5862
"1832-06-02";2.5;5863
"1832-06-03";1.74;5864
"1832-06-04";1.5;5865
"1832-06-05";1.5;5866
"1832-06-06";1.33;5867
"1832-06-07";1.66;5868
"1832-06-08";2.08;5869
"1832-06-09";2.5;5870
"1832-06-10";2.66;5871
"1832-06-11";2.16;5872
"1832-06-12";2;5873
"1832-06-13";1.92;5874
"1832-06-14";1.92;5875
"1832-06-15";1.82;5876
"1832-06-16";1.74;5877
"1832-06-17";1.58;5878
"1832-06-18";1.5;5879
"1832-06-19";1.33;5880
"1832-06-20";1.25;5881
"1832-06-21";1.16;5882
"1832-06-22";1.16;5883
"1832-06-23";1.16;5884
"1832-06-24";1.16;5885
"1832-06-25";1.16;5886
"1832-06-26";1.08;5887
"1832-06-27";1;5888
"1832-06-28";1;5889
"1832-06-29";0.92;5890
"1832-06-30";0.82;5891
"1832-07-01";0.74;5892
"1832-07-02";0.82;5893
"1832-07-03";0.82;5894
"1832-07-04";0.82;5895
"1832-07-05";0.74;5896
"1832-07-06";0.74;5897
"1832-07-07";0.74;5898
"1832-07-08";0.74;5899
"1832-07-09";0.82;5900
"1832-07-10";0.82;5901
"1832-07-11";0.74;5902
"1832-07-12";0.74;5903
"1832-07-13";0.66;5904
"1832-07-14";0.66;5905
"1832-07-15";0.74;5906
"1832-07-16";0.74;5907
"1832-07-17";0.66;5908
"1832-07-18";0.66;5909
"1832-07-19";0.58;5910
"1832-07-20";0.58;5911
"1832-07-21";0.58;5912
"1832-07-22";0.58;5913
"1832-07-23";0.5;5914
"1832-07-24";0.5;5915
"1832-07-25";0.5;5916
"1832-07-26";0.5;5917
"1832-07-27";0.42;5918
"1832-07-28";0.42;5919
"1832-07-29";0.33;5920
"1832-07-30";0.33;5921
"1832-07-31";0.33;5922
"1832-08-01";0.33;5923
"1832-08-02";0.33;5924
"1832-08-03";0.33;5925
"1832-08-04";0.33;5926
"1832-08-05";0.33;5927
"1832-08-06";0.33;5928
"1832-08-07";0.33;5929
"1832-08-08";0.33;5930
"1832-08-09";0.33;5931
"1832-08-10";0.25;5932
"1832-08-11";0.25;5933
"1832-08-12";0.25;5934
"1832-08-13";0.33;5935
"1832-08-14";0.33;5936
"1832-08-15";0.42;5937
"1832-08-16";0.33;5938
"1832-08-17";0.33;5939
"1832-08-18";0.42;5940
"1832-08-19";0.42;5941
"1832-08-20";0.42;5942
"1832-08-21";0.33;5943
"1832-08-22";0.33;5944
"1832-08-23";0.33;5945
"1832-08-24";0.42;5946
"1832-08-25";0.42;5947
"1832-08-26";0.5;5948
"1832-08-27";0.5;5949
"1832-08-28";0.42;5950
"1832-08-29";0.74;5951
"1832-08-30";0.5;5952
"1832-08-31";0.5;5953
"1832-09-01";0.5;5954
"1832-09-02";0.74;5955
"1832-09-03";0.74;5956
"1832-09-04";0.92;5957
"1832-09-05";0.66;5958
"1832-09-06";0.5;5959
"1832-09-07";1.08;5960
"1832-09-08";0.66;5961
"1832-09-09";0.58;5962
"1832-09-10";0.5;5963
"1832-09-11";0.42;5964
"1832-09-12";0.33;5965
"1832-09-13";0.33;5966
"1832-09-14";0.33;5967
"1832-09-15";0.25;5968
"1832-09-16";0.25;5969
"1832-09-17";0.16;5970
"1832-09-18";0.16;5971
"1832-09-19";0.25;5972
"1832-09-20";0.25;5973
"1832-09-21";0.16;5974
"1832-09-22";0.16;5975
"1832-09-23";0.16;5976
"1832-09-24";0.16;5977
"1832-09-25";0.16;5978
"1832-09-26";0.16;5979
"1832-09-27";0.16;5980
"1832-09-28";0.08;5981
"1832-09-29";0.08;5982
"1832-09-30";0.08;5983
"1832-10-01";0.08;5984
"1832-10-02";0.08;5985
"1832-10-03";0.16;5986
"1832-10-04";0.16;5987
"1832-10-05";0.08;5988
"1832-10-06";0.16;5989
"1832-10-07";3.08;5990
"1832-10-08";0.82;5991
"1832-10-09";0.74;5992
"1832-10-10";0.58;5993
"1832-10-11";0.5;5994
"1832-10-12";0.33;5995
"1832-10-13";0.25;5996
"1832-10-14";0.25;5997
"1832-10-15";0.16;5998
"1832-10-16";0.16;5999
"1832-10-17";0.16;6000
"1832-10-18";0.08;6001
"1832-10-19";0.08;6002
"1832-10-20";0.08;6003
"1832-10-21";0;6004
"1832-10-22";0;6005
"1832-10-23";-0.03;6006
"1832-10-24";-0.05;6007
"1832-10-25";-0.08;6008
"1832-10-26";-0.1;6009
"1832-10-27";-0.14;6010
"1832-10-28";-0.16;6011
"1832-10-29";-0.19;6012
"1832-10-30";-0.19;6013
"1832-10-31";-0.19;6014
"1832-11-01";-0.19;6015
"1832-11-02";-0.19;6016
"1832-11-03";0.16;6017
"1832-11-04";0.74;6018
"1832-11-05";1.16;6019
"1832-11-06";1.08;6020
"1832-11-07";0.92;6021
"1832-11-08";0.82;6022
"1832-11-09";0.82;6023
"1832-11-10";0.74;6024
"1832-11-11";0.66;6025
"1832-11-12";0.58;6026
"1832-11-13";0.58;6027
"1832-11-14";1;6028
"1832-11-15";0.92;6029
"1832-11-16";0.92;6030
"1832-11-17";0.92;6031
"1832-11-18";0.82;6032
"1832-11-19";0.66;6033
"1832-11-20";0.5;6034
"1832-11-21";0.42;6035
"1832-11-22";0.33;6036
"1832-11-23";0.33;6037
"1832-11-24";0.33;6038
"1832-11-25";0.25;6039
"1832-11-26";0.16;6040
"1832-11-27";0.16;6041
"1832-11-28";0.16;6042
"1832-11-29";0.25;6043
"1832-11-30";0.33;6044
"1832-12-01";0.42;6045
"1832-12-02";0.5;6046
"1832-12-03";1.42;6047
"1832-12-04";1.74;6048
"1832-12-05";1.58;6049
"1832-12-06";1.82;6050
"1832-12-07";1.66;6051
"1832-12-08";1.5;6052
"1832-12-09";1.33;6053
"1832-12-10";1.25;6054
"1832-12-11";1.16;6055
"1832-12-12";1;6056
"1832-12-13";0.74;6057
"1832-12-14";0.58;6058
"1832-12-15";0.5;6059
"1832-12-16";0.42;6060
"1832-12-17";0.33;6061
"1832-12-18";0.33;6062
"1832-12-19";0.25;6063
"1832-12-20";0.25;6064
"1832-12-21";0.42;6065
"1832-12-22";0.5;6066
"1832-12-23";0.58;6067
"1832-12-24";0.66;6068
"1832-12-25";0.66;6069
"1832-12-26";0.58;6070
"1832-12-27";0.58;6071
"1832-12-28";0.66;6072
"1832-12-29";0.74;6073
"1832-12-30";0.74;6074
"1832-12-31";1.25;6075
"1833-01-01";1;6076
"1833-01-02";0.92;6077
"1833-01-03";0.82;6078
"1833-01-04";0.74;6079
"1833-01-05";0.66;6080
"1833-01-06";0.5;6081
"1833-01-07";0.42;6082
"1833-01-08";0.33;6083
"1833-01-09";0.25;6084
"1833-01-10";0.25;6085
"1833-01-11";0.16;6086
"1833-01-12";0.08;6087
"1833-01-13";0.33;6088
"1833-01-14";0.58;6089
"1833-01-15";0.33;6090
"1833-01-16";0.42;6091
"1833-01-17";0.5;6092
"1833-01-18";0.33;6093
"1833-01-19";0.25;6094
"1833-01-20";0.16;6095
"1833-01-21";0.16;6096
"1833-01-22";0.08;6097
"1833-01-23";0.08;6098
"1833-01-24";0.08;6099
"1833-01-25";0;6100
"1833-01-26";0;6101
"1833-01-27";0;6102
"1833-01-28";0;6103
"1833-01-29";0;6104
"1833-01-30";0;6105
"1833-01-31";-0.05;6106
"1833-02-01";-0.05;6107
"1833-02-02";0;6108
"1833-02-03";0.16;6109
"1833-02-04";0.92;6110
"1833-02-05";3;6111
"1833-02-06";3.82;6112
"1833-02-07";3.33;6113
"1833-02-08";2.74;6114
"1833-02-09";2.25;6115
"1833-02-10";2.16;6116
"1833-02-11";2;6117
"1833-02-12";2.16;6118
"1833-02-13";2.33;6119
"1833-02-14";2.33;6120
"1833-02-15";2.08;6121
"1833-02-16";1.82;6122
"1833-02-17";1.74;6123
"1833-02-18";1.66;6124
"1833-02-19";1.58;6125
"1833-02-20";1.5;6126
"1833-02-21";1.5;6127
"1833-02-22";1.42;6128
"1833-02-23";1.66;6129
"1833-02-24";1.58;6130
"1833-02-25";3.82;6131
"1833-02-26";2.5;6132
"1833-02-27";2.66;6133
"1833-02-28";2.5;6134
"1833-03-01";2.74;6135
"1833-03-02";2.66;6136
"1833-03-03";2.66;6137
"1833-03-04";2.5;6138
"1833-03-05";2.25;6139
"1833-03-06";2.16;6140
"1833-03-07";1.66;6141
"1833-03-08";1.82;6142
"1833-03-09";1.92;6143
"1833-03-10";1.82;6144
"1833-03-11";1.5;6145
"1833-03-12";1.42;6146
"1833-03-13";1.33;6147
"1833-03-14";1.16;6148
"1833-03-15";1;6149
"1833-03-16";1;6150
"1833-03-17";2.33;6151
"1833-03-18";1.82;6152
"1833-03-19";1.5;6153
"1833-03-20";1.25;6154
"1833-03-21";1.16;6155
"1833-03-22";1;6156
"1833-03-23";0.92;6157
"1833-03-24";0.82;6158
"1833-03-25";0.74;6159
"1833-03-26";0.74;6160
"1833-03-27";1.5;6161
"1833-03-28";2;6162
"1833-03-29";1.58;6163
"1833-03-30";1.5;6164
"1833-03-31";1.5;6165
"1833-04-01";1.5;6166
"1833-04-02";1.58;6167
"1833-04-03";3.58;6168
"1833-04-04";3.16;6169
"1833-04-05";3.5;6170
"1833-04-06";3.08;6171
"1833-04-07";2.66;6172
"1833-04-08";2.82;6173
"1833-04-09";2.66;6174
"1833-04-10";2.5;6175
"1833-04-11";2.42;6176
"1833-04-12";2.33;6177
"1833-04-13";3.16;6178
"1833-04-14";3.66;6179
"1833-04-15";3.5;6180
"1833-04-16";3.16;6181
"1833-04-17";3.33;6182
"1833-04-18";3.66;6183
"1833-04-19";3.25;6184
"1833-04-20";2.92;6185
"1833-04-21";2.66;6186
"1833-04-22";2.5;6187
"1833-04-23";2.33;6188
"1833-04-24";2.25;6189
"1833-04-25";2;6190
"1833-04-26";1.82;6191
"1833-04-27";1.66;6192
"1833-04-28";1.5;6193
"1833-04-29";1.33;6194
"1833-04-30";1.33;6195
"1833-05-01";1.33;6196
"1833-05-02";1.33;6197
"1833-05-03";1.25;6198
"1833-05-04";1.25;6199
"1833-05-05";1.42;6200
"1833-05-06";1.66;6201
"1833-05-07";1.82;6202
"1833-05-08";2;6203
"1833-05-09";2.42;6204
"1833-05-10";2;6205
"1833-05-11";2;6206
"1833-05-12";1.92;6207
"1833-05-13";1.92;6208
"1833-05-14";1.82;6209
"1833-05-15";1.74;6210
"1833-05-16";2;6211
"1833-05-17";2.08;6212
"1833-05-18";2.08;6213
"1833-05-19";2;6214
"1833-05-20";2;6215
"1833-05-21";1.92;6216
"1833-05-22";1.92;6217
"1833-05-23";2;6218
"1833-05-24";2.08;6219
"1833-05-25";2.16;6220
"1833-05-26";2.16;6221
"1833-05-27";1.92;6222
"1833-05-28";1.74;6223
"1833-05-29";1.66;6224
"1833-05-30";1.5;6225
"1833-05-31";1.5;6226
"1833-06-01";1.5;6227
"1833-06-02";1.5;6228
"1833-06-03";1.42;6229
"1833-06-04";1.42;6230
"1833-06-05";1.42;6231
"1833-06-06";1.33;6232
"1833-06-07";1.25;6233
"1833-06-08";1.16;6234
"1833-06-09";1.08;6235
"1833-06-10";1;6236
"1833-06-11";1.16;6237
"1833-06-12";1.25;6238
"1833-06-13";1.33;6239
"1833-06-14";1.42;6240
"1833-06-15";1.16;6241
"1833-06-16";1.08;6242
"1833-06-17";1;6243
"1833-06-18";0.92;6244
"1833-06-19";1;6245
"1833-06-20";1.16;6246
"1833-06-21";1.25;6247
"1833-06-22";1.33;6248
"1833-06-23";1.42;6249
"1833-06-24";1.66;6250
"1833-06-25";1.16;6251
"1833-06-26";1.08;6252
"1833-06-27";1;6253
"1833-06-28";1.16;6254
"1833-06-29";1.25;6255
"1833-06-30";1.16;6256
"1833-07-01";1.08;6257
"1833-07-02";1.08;6258
"1833-07-03";1.16;6259
"1833-07-04";1.16;6260
"1833-07-05";1;6261
"1833-07-06";0.92;6262
"1833-07-07";0.92;6263
"1833-07-08";1.08;6264
"1833-07-09";1;6265
"1833-07-10";0.92;6266
"1833-07-11";0.92;6267
"1833-07-12";0.82;6268
"1833-07-13";0.74;6269
"1833-07-14";0.74;6270
"1833-07-15";0.74;6271
"1833-07-16";1;6272
"1833-07-17";1.33;6273
"1833-07-18";1.16;6274
"1833-07-19";1;6275
"1833-07-20";0.74;6276
"1833-07-21";0.82;6277
"1833-07-22";1;6278
"1833-07-23";0.92;6279
"1833-07-24";0.82;6280
"1833-07-25";0.82;6281
"1833-07-26";0.74;6282
"1833-07-27";0.74;6283
"1833-07-28";0.74;6284
"1833-07-29";0.74;6285
"1833-07-30";0.82;6286
"1833-07-31";0.82;6287
"1833-08-01";0.74;6288
"1833-08-02";0.66;6289
"1833-08-03";0.58;6290
"1833-08-04";0.58;6291
"1833-08-05";0.5;6292
"1833-08-06";0.5;6293
"1833-08-07";0.42;6294
"1833-08-08";0.42;6295
"1833-08-09";0.42;6296
"1833-08-10";0.42;6297
"1833-08-11";0.5;6298
"1833-08-12";0.5;6299
"1833-08-13";0.42;6300
"1833-08-14";0.33;6301
"1833-08-15";0.42;6302
"1833-08-16";0.42;6303
"1833-08-17";0.58;6304
"1833-08-18";0.82;6305
"1833-08-19";0.92;6306
"1833-08-20";0.74;6307
"1833-08-21";0.66;6308
"1833-08-22";0.58;6309
"1833-08-23";0.58;6310
"1833-08-24";0.5;6311
"1833-08-25";0.5;6312
"1833-08-26";0.5;6313
"1833-08-27";0.42;6314
"1833-08-28";0.42;6315
"1833-08-29";0.42;6316
"1833-08-30";0.42;6317
"1833-08-31";0.33;6318
"1833-09-01";0.33;6319
"1833-09-02";0.33;6320
"1833-09-03";0.33;6321
"1833-09-04";0.58;6322
"1833-09-05";0.58;6323
"1833-09-06";0.92;6324
"1833-09-07";1;6325
"1833-09-08";1;6326
"1833-09-09";0.74;6327
"1833-09-10";1;6328
"1833-09-11";1;6329
"1833-09-12";0.92;6330
"1833-09-13";0.82;6331
"1833-09-14";0.74;6332
"1833-09-15";0.74;6333
"1833-09-16";0.66;6334
"1833-09-17";0.66;6335
"1833-09-18";0.82;6336
"1833-09-19";1.16;6337
"1833-09-20";0.74;6338
"1833-09-21";1;6339
"1833-09-22";1.25;6340
"1833-09-23";1.08;6341
"1833-09-24";0.92;6342
"1833-09-25";0.92;6343
"1833-09-26";0.82;6344
"1833-09-27";2;6345
"1833-09-28";1.25;6346
"1833-09-29";0.82;6347
"1833-09-30";0.74;6348
"1833-10-01";0.74;6349
"1833-10-02";0.66;6350
"1833-10-03";0.58;6351
"1833-10-04";0.5;6352
"1833-10-05";0.5;6353
"1833-10-06";0.5;6354
"1833-10-07";0.42;6355
"1833-10-08";0.42;6356
"1833-10-09";0.33;6357
"1833-10-10";0.33;6358
"1833-10-11";0.25;6359
"1833-10-12";0.25;6360
"1833-10-13";0.16;6361
"1833-10-14";0.16;6362
"1833-10-15";0.16;6363
"1833-10-16";0.08;6364
"1833-10-17";0.16;6365
"1833-10-18";0.33;6366
"1833-10-19";0.74;6367
"1833-10-20";1.66;6368
"1833-10-21";2.42;6369
"1833-10-22";2.82;6370
"1833-10-23";2.33;6371
"1833-10-24";2.16;6372
"1833-10-25";1.74;6373
"1833-10-26";1.58;6374
"1833-10-27";1.42;6375
"1833-10-28";1.25;6376
"1833-10-29";1.16;6377
"1833-10-30";1.08;6378
"1833-10-31";0.92;6379
"1833-11-01";0.82;6380
"1833-11-02";0.66;6381
"1833-11-03";0.66;6382
"1833-11-04";0.58;6383
"1833-11-05";0.58;6384
"1833-11-06";0.5;6385
"1833-11-07";0.42;6386
"1833-11-08";0.33;6387
"1833-11-09";0.33;6388
"1833-11-10";0.5;6389
"1833-11-11";0.66;6390
"1833-11-12";0.5;6391
"1833-11-13";0.66;6392
"1833-11-14";0.66;6393
"1833-11-15";0.58;6394
"1833-11-16";0.5;6395
"1833-11-17";0.42;6396
"1833-11-18";0.42;6397
"1833-11-19";0.33;6398
"1833-11-20";0.33;6399
"1833-11-21";0.33;6400
"1833-11-22";0.25;6401
"1833-11-23";0.25;6402
"1833-11-24";0.16;6403
"1833-11-25";0.16;6404
